      Skeleton      	     bodyID      	 Motion 	  Rate  
S016C003P008R002A045	72057594037932791	0.086727	1.000000
S016C003P008R002A046	72057594037932791	0.071999	1.000000
S016C003P008R002A047	72057594037932791	0.104727	1.000000
S016C003P008R002A048	72057594037932791	0.102978	1.000000
S016C003P008R002A049	72057594037932791	0.086219	1.000000
S016C003P039R001A001	72057594037928910	0.093171	0.989474
S016C003P039R001A002	72057594037928910	0.122758	1.000000
S016C003P039R001A003	72057594037928910	0.088765	1.000000
S016C003P039R001A004	72057594037928910	0.075181	1.000000
S016C003P039R001A005	72057594037928910	0.137718	1.000000
S016C003P039R001A006	72057594037928910	0.068831	1.000000
S016C003P039R001A007	72057594037928910	0.119544	1.000000
S016C003P039R001A008	72057594037928910	0.096553	1.000000
S016C003P039R001A009	72057594037928910	0.094209	1.000000
S016C003P039R001A010	72057594037928910	0.085527	1.000000
S016C003P039R001A011	72057594037928910	0.069148	0.923913
S016C003P039R001A012	72057594037928910	0.098766	1.000000
S016C003P039R001A013	72057594037928910	0.071834	1.000000
S016C003P039R001A014	72057594037928910	0.112418	1.000000
S016C003P039R001A015	72057594037928910	0.114009	1.000000
S016C003P039R001A016	72057594037928910	0.094982	1.000000
S016C003P039R001A017	72057594037928910	0.099123	1.000000
S016C003P039R001A018	72057594037928910	0.097854	1.000000
S016C003P039R001A019	72057594037928910	0.098925	1.000000
S016C003P039R001A020	72057594037928910	0.095737	1.000000
S016C003P039R001A021	72057594037928910	0.113718	1.000000
S016C003P039R001A022	72057594037928910	0.087639	1.000000
S016C003P039R001A023	72057594037928910	0.070154	1.000000
S016C003P039R001A024	72057594037928910	0.095429	1.000000
S016C003P039R001A025	72057594037928910	0.096385	0.985714
S016C003P039R001A026	72057594037928910	0.095540	1.000000
S016C003P039R001A027	72057594037928910	0.062325	0.984127
S016C003P039R001A028	72057594037928910	0.089775	0.985075
S016C003P039R001A029	72057594037928910	0.081215	1.000000
S016C003P039R001A030	72057594037928910	0.079694	0.983607
S016C003P039R001A031	72057594037928910	0.064974	1.000000
S016C003P039R001A032	72057594037928910	0.083259	1.000000
S016C003P039R001A033	72057594037928910	0.098942	1.000000
S016C003P039R001A034	72057594037928910	0.088535	1.000000
S016C003P039R001A035	72057594037928910	0.075556	1.000000
S016C003P039R001A036	72057594037928910	0.063193	1.000000
S016C003P039R001A037	72057594037928910	0.083290	1.000000
S016C003P039R001A038	72057594037928910	0.090086	1.000000
S016C003P039R001A039	72057594037928910	0.077704	1.000000
S016C003P039R001A040	72057594037928910	0.074681	1.000000
S016C003P039R001A041	72057594037928910	0.064025	1.000000
S016C003P039R001A042	72057594037928910	0.098444	1.000000
S016C003P039R001A043	72057594037928910	0.059201	1.000000
S016C003P039R001A044	72057594037928910	0.059894	1.000000
S016C003P039R001A045	72057594037928910	0.077498	1.000000
S016C003P039R001A046	72057594037928910	0.076452	1.000000
S016C003P039R001A047	72057594037928910	0.066367	1.000000
S016C003P039R001A048	72057594037928910	0.077295	1.000000
S016C003P039R001A049	72057594037928910	0.089591	1.000000
S016C003P039R001A050	72057594037928910	0.087572	1.000000
S016C003P039R001A051	72057594037928910	0.298757	0.976190
S016C003P039R001A052	72057594037928910	0.110246	1.000000
S016C003P039R001A053	72057594037928910	0.076841	1.000000
S016C003P039R001A054	72057594037928910	0.077355	1.000000
S016C003P039R001A055	72057594037928910	0.065153	0.983333
S016C003P039R001A056	72057594037928910	0.087923	1.000000
S016C003P039R001A057	72057594037928910	0.085912	1.000000
S016C003P039R001A058	72057594037928910	0.091473	1.000000
S016C003P039R001A059	72057594037928910	0.078733	1.000000
S016C003P039R001A060	72057594037928910	0.061582	0.989583
S016C003P039R002A001	72057594037928910	0.077255	1.000000
S016C003P039R002A002	72057594037928910	0.067891	1.000000
S016C003P039R002A003	72057594037928910	0.091182	1.000000
S016C003P039R002A004	72057594037928910	0.057207	1.000000
S016C003P039R002A005	72057594037928910	0.083715	1.000000
S016C003P039R002A006	72057594037928910	0.101246	1.000000
S016C003P039R002A007	72057594037928910	0.090369	1.000000
S016C003P039R002A008	72057594037928910	0.117361	1.000000
S016C003P039R002A009	72057594037928910	0.135140	1.000000
S016C003P039R002A010	72057594037928910	0.129744	1.000000
S016C003P039R002A011	72057594037928910	0.091731	1.000000
S016C003P039R002A012	72057594037928910	0.098573	1.000000
S016C003P039R002A013	72057594037928910	0.080930	1.000000
S016C003P039R002A014	72057594037928910	0.093386	1.000000
S016C003P039R002A015	72057594037928910	0.084430	0.972727
S016C003P039R002A017	72057594037928910	0.087652	0.988889
S016C003P039R002A018	72057594037928910	0.105267	1.000000
S016C003P040R001A038	72057594037928910	0.121275	1.000000
S016C003P040R001A039	72057594037928910	0.096566	1.000000
S016C003P040R001A040	72057594037928910	0.113635	1.000000
S016C003P040R001A041	72057594037928910	0.088411	1.000000
S016C003P040R001A042	72057594037928910	0.070588	0.992248
S016C003P040R001A043	72057594037928910	0.095907	1.000000
S016C003P040R001A044	72057594037928910	0.103255	1.000000
S016C003P040R001A045	72057594037928910	0.104554	1.000000
S016C003P040R001A046	72057594037928910	0.124733	0.988372
S016C003P040R001A047	72057594037928910	0.121651	1.000000
S016C003P040R001A048	72057594037928910	0.082180	1.000000
S016C003P040R001A049	72057594037928910	0.103348	1.000000
S016C003P040R001A050	72057594037928910	0.112720	1.000000
S016C003P040R001A051	72057594037928910	0.105664	1.000000
S016C003P040R001A052	72057594037928910	0.099233	1.000000
S016C003P040R001A053	72057594037928910	0.103700	0.980769
S016C003P040R001A054	72057594037928910	0.095830	1.000000
S016C003P040R001A055	72057594037928910	0.102497	1.000000
S016C003P040R001A056	72057594037928910	0.104752	0.897436
S016C003P040R001A057	72057594037928910	0.109449	0.818182
S016C003P040R001A058	72057594037928910	0.081999	1.000000
S016C003P040R001A059	72057594037928910	0.097313	1.000000
S016C003P040R001A060	72057594037928910	0.112238	1.000000
S016C003P040R002A001	72057594037928910	0.107084	0.990000
S016C003P040R002A002	72057594037928910	0.156833	1.000000
S016C003P040R002A003	72057594037928910	0.152177	1.000000
S016C003P040R002A004	72057594037928910	0.107806	1.000000
S016C003P040R002A005	72057594037928910	0.113330	1.000000
S016C003P040R002A006	72057594037928910	0.105944	1.000000
S016C003P040R002A007	72057594037928910	0.111399	1.000000
S016C003P040R002A008	72057594037928910	0.115505	1.000000
S016C003P040R002A009	72057594037928910	0.115071	1.000000
S016C003P040R002A010	72057594037928910	0.114091	1.000000
S016C003P040R002A011	72057594037928910	0.107537	0.978723
S016C003P040R002A012	72057594037928910	0.111690	1.000000
S016C003P040R002A013	72057594037928910	0.112913	1.000000
S016C003P040R002A014	72057594037928910	0.107758	1.000000
S016C003P040R002A015	72057594037928910	0.108676	1.000000
S016C003P040R002A016	72057594037928910	0.107652	1.000000
S016C003P040R002A017	72057594037928910	0.114553	1.000000
S016C003P040R002A018	72057594037928910	0.098421	0.818182
S016C003P040R002A019	72057594037928910	0.109356	1.000000
S016C003P040R002A020	72057594037928910	0.105380	0.882353
S016C003P040R002A021	72057594037928910	0.110202	1.000000
S016C003P040R002A022	72057594037928910	0.112031	1.000000
S016C003P040R002A023	72057594037928910	0.077720	1.000000
S016C003P040R002A024	72057594037928910	0.107440	1.000000
S016C003P040R002A025	72057594037928910	0.100448	1.000000
S016C003P040R002A026	72057594037928910	0.108815	1.000000
S016C003P040R002A027	72057594037928910	0.085547	1.000000
S016C003P040R002A028	72057594037928910	0.079588	1.000000
S016C003P040R002A029	72057594037928910	0.087490	1.000000
S016C003P040R002A030	72057594037928910	0.123963	0.990991
S016C003P040R002A031	72057594037928910	0.124113	1.000000
S016C003P040R002A032	72057594037928910	0.105852	1.000000
S016C003P040R002A033	72057594037928910	0.106248	1.000000
S016C003P040R002A034	72057594037928910	0.101774	1.000000
S016C003P040R002A035	72057594037928910	0.085786	1.000000
S016C003P040R002A036	72057594037928910	0.090900	1.000000
S016C003P040R002A037	72057594037928910	0.076741	1.000000
S016C003P040R002A038	72057594037928910	0.075367	1.000000
S016C003P040R002A039	72057594037928910	0.079811	1.000000
S016C003P040R002A040	72057594037928910	0.097020	1.000000
S016C003P040R002A041	72057594037928910	0.092465	1.000000
S016C003P040R002A042	72057594037928910	0.098634	1.000000
S016C003P040R002A043	72057594037928910	0.098886	1.000000
S016C003P040R002A044	72057594037928910	0.098809	1.000000
S016C003P040R002A045	72057594037928910	0.079472	0.985507
S016C003P040R002A046	72057594037928910	0.070752	1.000000
S016C003P040R002A047	72057594037928910	0.095788	1.000000
S016C003P040R002A048	72057594037928910	0.094787	1.000000
S016C003P040R002A049	72057594037928910	0.075722	1.000000
S016C003P040R002A050	72057594037928910	0.070201	1.000000
S016C003P040R002A051	72057594037928910	0.114295	1.000000
S016C003P040R002A052	72057594037928910	0.102748	1.000000
S016C003P040R002A053	72057594037928910	0.062151	1.000000
S016C003P040R002A054	72057594037928910	0.089201	1.000000
S016C003P040R002A055	72057594037928910	0.056962	1.000000
S016C003P040R002A056	72057594037928910	0.084019	1.000000
S016C003P040R002A057	72057594037928910	0.064244	1.000000
S016C003P040R002A058	72057594037928910	0.071758	1.000000
S016C003P040R002A059	72057594037928910	0.087241	1.000000
S016C003P040R002A060	72057594037928910	0.106552	1.000000
S017C001P009R002A052	72057594037940200	0.088928	0.981132
S017C001P009R002A053	72057594037940200	0.086322	1.000000
S017C001P009R002A054	72057594037940200	0.066681	0.956522
S017C001P009R002A055	72057594037940200	0.081893	0.982456
S017C001P009R002A057	72057594037940200	0.086172	1.000000
S017C001P009R002A058	72057594037940200	0.092225	1.000000
S017C002P015R001A043	72057594037940556	0.117543	1.000000
S017C002P015R001A044	72057594037940556	0.121652	1.000000
S017C002P015R001A045	72057594037940556	0.118871	1.000000
S017C002P015R001A046	72057594037940556	0.120914	1.000000
S017C002P015R001A047	72057594037940556	0.123780	1.000000
S017C002P015R001A048	72057594037940556	0.107254	1.000000
S017C002P015R001A049	72057594037940556	0.110037	1.000000
S017C002P015R001A050	72057594037940556	0.111710	1.000000
S017C002P015R001A051	72057594037940556	0.114027	1.000000
S017C002P015R001A052	72057594037940556	0.106260	1.000000
S017C002P015R001A053	72057594037940556	0.104293	1.000000
S017C002P015R001A054	72057594037940556	0.115597	1.000000
S017C002P015R001A055	72057594037940556	0.107920	1.000000
S017C002P015R001A056	72057594037940556	0.109251	1.000000
S017C002P015R001A057	72057594037940556	0.109294	1.000000
S017C002P015R001A058	72057594037940556	0.107478	1.000000
S017C002P016R001A057	72057594037941017	0.122873	1.000000
S017C003P007R002A059	72057594037935496	4.076934	1.000000
S017C003P008R002A057	72057594037940462	0.102151	1.000000
S017C003P008R002A059	72057594037940462	0.059321	1.000000
S017C003P008R002A060	72057594037940462	0.099605	1.000000
S017C003P015R002A013	72057594037939303	0.105311	1.000000
S017C003P015R002A014	72057594037939303	0.117594	1.000000
S017C003P015R002A015	72057594037939303	0.101513	1.000000
S017C003P015R002A016	72057594037939303	0.091084	0.756098
S017C003P015R002A024	72057594037939303	0.082623	1.000000
S017C003P015R002A025	72057594037939303	0.124989	0.988095
S017C003P015R002A026	72057594037939303	0.122448	0.956044
S017C003P015R002A027	72057594037939303	0.111295	1.000000
S017C003P015R002A028	72057594037939303	0.110598	1.000000
S017C003P015R002A029	72057594037939303	0.114239	1.000000
S017C003P015R002A030	72057594037939303	0.102801	1.000000
S017C003P015R002A031	72057594037939303	0.114207	1.000000
S017C003P015R002A032	72057594037939303	0.121720	1.000000
S017C003P015R002A033	72057594037939303	0.122324	1.000000
S017C003P015R002A034	72057594037939303	0.120782	1.000000
S017C003P015R002A035	72057594037939303	0.123045	1.000000
S017C003P015R002A036	72057594037939303	0.127587	1.000000
S017C003P015R002A037	72057594037939303	0.123976	1.000000
S017C003P015R002A038	72057594037939303	0.124962	1.000000
S017C003P015R002A039	72057594037939303	0.124308	1.000000
S017C003P015R002A040	72057594037939303	0.119735	1.000000
S017C003P015R002A041	72057594037939303	0.123958	1.000000
S017C003P015R002A042	72057594037939303	0.121675	1.000000
S017C003P015R002A043	72057594037939303	0.129954	1.000000
S017C003P015R002A044	72057594037939303	0.117119	1.000000
S017C003P015R002A045	72057594037939303	0.110569	1.000000
S017C003P015R002A046	72057594037939303	0.118008	0.982143
S017C003P015R002A047	72057594037939303	0.115029	1.000000
S017C003P015R002A048	72057594037939303	0.120383	1.000000
S017C003P015R002A049	72057594037939303	0.121995	1.000000
S017C003P015R002A050	72057594037939303	0.116480	1.000000
S017C003P015R002A051	72057594037939303	0.119173	1.000000
S017C003P015R002A052	72057594037939303	0.125391	1.000000
S017C003P015R002A053	72057594037939303	0.120129	1.000000
S017C003P015R002A054	72057594037939303	0.124943	1.000000
S017C003P015R002A055	72057594037939303	0.127055	1.000000
S017C003P015R002A056	72057594037939303	0.141595	1.000000
S017C003P015R002A057	72057594037939303	0.119685	0.983871
S017C003P015R002A058	72057594037939303	0.110922	1.000000
S017C003P016R001A053	72057594037939484	0.057617	1.000000
S017C003P016R001A054	72057594037939484	0.044200	1.000000
S017C003P016R001A055	72057594037939484	0.056156	1.000000
S017C003P016R001A056	72057594037939484	0.052500	1.000000
S017C003P016R001A057	72057594037939484	0.053741	1.000000
S017C003P016R001A058	72057594037939484	0.052429	1.000000
S017C003P017R002A010	72057594037938774	0.087143	1.000000
S017C003P017R002A011	72057594037938774	0.080299	1.000000
S017C003P017R002A012	72057594037938774	0.081537	1.000000
S017C003P017R002A013	72057594037938774	0.087556	1.000000
      Skeleton      	     bodyID      	 Motion 	  Rate  
